song_id,filename
26,Call_You_Mine_(Official_Video)_10s.wav
26,Call_You_Mine_(Official_Video)_20s.wav
26,Call_You_Mine_(Official_Video)_30s.wav
29,Classic_(Official_Video)_10s.wav
29,Classic_(Official_Video)_20s.wav
29,Classic_(Official_Video)_30s.wav
193,Colors_10s.wav
193,Colors_20s.wav
193,Colors_30s.wav
57,Dangerous_Woman_10s.wav
57,Dangerous_Woman_20s.wav
57,Dangerous_Woman_30s.wav
149,death_bed_(coffee_for_your_head)_(Official_Video)_10s.wav
149,death_bed_(coffee_for_your_head)_(Official_Video)_20s.wav
149,death_bed_(coffee_for_your_head)_(Official_Video)_30s.wav
72,Easier_10s.wav
72,Easier_20s.wav
72,Easier_30s.wav
19,Ed_Sheeran_-_I_See_Fire_(Music_Video)_10s.wav
19,Ed_Sheeran_-_I_See_Fire_(Music_Video)_20s.wav
19,Ed_Sheeran_-_I_See_Fire_(Music_Video)_30s.wav
121,eruption_-_one_way_ticket_10s.wav
121,eruption_-_one_way_ticket_20s.wav
121,eruption_-_one_way_ticket_30s.wav
152,Friends_10s.wav
152,Friends_20s.wav
152,Friends_30s.wav
63,Girls_Like_You_ft._Cardi_B_(Official_Music_Video)_10s.wav
63,Girls_Like_You_ft._Cardi_B_(Official_Music_Video)_20s.wav
63,Girls_Like_You_ft._Cardi_B_(Official_Music_Video)_30s.wav
55,Intentions_ft._Quavo_(Official_Video)_10s.wav
55,Intentions_ft._Quavo_(Official_Video)_20s.wav
55,Intentions_ft._Quavo_(Official_Video)_30s.wav
24,In_My_Blood_(Official_Music_Video)_10s.wav
24,In_My_Blood_(Official_Music_Video)_20s.wav
24,In_My_Blood_(Official_Music_Video)_30s.wav
77,i_hate_u_i_love_u_10s.wav
77,i_hate_u_i_love_u_20s.wav
77,i_hate_u_i_love_u_30s.wav
166,I_m_a_Mess_10s.wav
166,I_m_a_Mess_20s.wav
166,I_m_a_Mess_30s.wav
32,Jealous_(Official_Video)_10s.wav
32,Jealous_(Official_Video)_20s.wav
32,Jealous_(Official_Video)_30s.wav
125,Kill_Em_With_Kindness_10s.wav
125,Kill_Em_With_Kindness_20s.wav
125,Kill_Em_With_Kindness_30s.wav
148,Kings_&_Queens_10s.wav
148,Kings_&_Queens_20s.wav
148,Kings_&_Queens_30s.wav
3,Lauv_ft._Julia_Michaels_-_There_s_No_Way_[Official_Video]_10s.wav
3,Lauv_ft._Julia_Michaels_-_There_s_No_Way_[Official_Video]_20s.wav
3,Lauv_ft._Julia_Michaels_-_There_s_No_Way_[Official_Video]_30s.wav
117,Let_It_Go_10s.wav
117,Let_It_Go_20s.wav
117,Let_It_Go_30s.wav
30,Lights_Up_(Official_Video)_10s.wav
30,Lights_Up_(Official_Video)_20s.wav
30,Lights_Up_(Official_Video)_30s.wav
1,Lover_(Official_Music_Video)_10s.wav
1,Lover_(Official_Music_Video)_20s.wav
1,Lover_(Official_Music_Video)_30s.wav
177,Monster_10s.wav
177,Monster_20s.wav
177,Monster_30s.wav
197,Never_Be_the_Same_10s.wav
197,Never_Be_the_Same_20s.wav
197,Never_Be_the_Same_30s.wav
118,Never_Forget_You_10s.wav
118,Never_Forget_You_20s.wav
118,Never_Forget_You_30s.wav
74,No_Time_To_Die_(Official_Music_Video)_10s.wav
74,No_Time_To_Die_(Official_Music_Video)_20s.wav
74,No_Time_To_Die_(Official_Music_Video)_30s.wav
96,On_My_Way_10s.wav
96,On_My_Way_20s.wav
96,On_My_Way_30s.wav
94,PILLOWTALK_10s.wav
94,PILLOWTALK_20s.wav
94,PILLOWTALK_30s.wav
49,Say_Something_(Official_Video)_10s.wav
49,Say_Something_(Official_Video)_20s.wav
49,Say_Something_(Official_Video)_30s.wav
199,Say_So_(Official_Video)_10s.wav
199,Say_So_(Official_Video)_20s.wav
199,Say_So_(Official_Video)_30s.wav
52,Selfish_(Official_Music_Video)_10s.wav
52,Selfish_(Official_Music_Video)_20s.wav
52,Selfish_(Official_Music_Video)_30s.wav
108,Send_My_Love_(To_Your_New_Lover)_10s.wav
108,Send_My_Love_(To_Your_New_Lover)_20s.wav
108,Send_My_Love_(To_Your_New_Lover)_30s.wav
80,Shallow_(from_A_Star_Is_Born)_(Official_Music_Video)_10s.wav
80,Shallow_(from_A_Star_Is_Born)_(Official_Music_Video)_20s.wav
80,Shallow_(from_A_Star_Is_Born)_(Official_Music_Video)_30s.wav
212,Star_Wars_-_The_Imperial_March_(Darth_Vader_s_Theme)_10s.wav
212,Star_Wars_-_The_Imperial_March_(Darth_Vader_s_Theme)_20s.wav
212,Star_Wars_-_The_Imperial_March_(Darth_Vader_s_Theme)_30s.wav
110,Stayin__Alive_(Official_Music_Video)_10s.wav
110,Stayin__Alive_(Official_Music_Video)_20s.wav
110,Stayin__Alive_(Official_Music_Video)_30s.wav
106,Strangers_In_The_Night_(2008_Remastered)_10s.wav
106,Strangers_In_The_Night_(2008_Remastered)_20s.wav
106,Strangers_In_The_Night_(2008_Remastered)_30s.wav
36,Stupid_Love_(Official_Music_Video)_10s.wav
36,Stupid_Love_(Official_Music_Video)_20s.wav
36,Stupid_Love_(Official_Music_Video)_30s.wav
114,thank_u_next_(Official_Video)_10s.wav
114,thank_u_next_(Official_Video)_20s.wav
114,thank_u_next_(Official_Video)_30s.wav
8,Theme_From_Schindler_s_List_10s.wav
8,Theme_From_Schindler_s_List_20s.wav
8,Theme_From_Schindler_s_List_30s.wav
113,The_Greatest_(Official_Video)_10s.wav
113,The_Greatest_(Official_Video)_20s.wav
113,The_Greatest_(Official_Video)_30s.wav
35,The_Ocean_10s.wav
35,The_Ocean_20s.wav
35,The_Ocean_30s.wav
142,Trap_Queen_10s.wav
142,Trap_Queen_20s.wav
142,Trap_Queen_30s.wav
172,Treat_You_Better_10s.wav
172,Treat_You_Better_20s.wav
172,Treat_You_Better_30s.wav
98,Viva_la_Vida_10s.wav
98,Viva_la_Vida_20s.wav
98,Viva_la_Vida_30s.wav
7,Way_Down_We_Go_10s.wav
7,Way_Down_We_Go_20s.wav
7,Way_Down_We_Go_30s.wav
12,What_s_Going_On_10s.wav
12,What_s_Going_On_20s.wav
12,What_s_Going_On_30s.wav

